Code,CompanyName,URL1,URL2,Note,URL1
67530,シャープ,https://corporate.jp.sharp/ir/library/annual/pdf/2023/annual_2023j_int.pdf,https://corporate.jp.sharp/ir/library/annual/pdf/2023/annual_2023j.pdf,,annual_2023j_int.pdf
67580,ソニーグループ,https://www.sony.com/ja/SonyInfo/IR/library/corporatereport/CorporateReport2023_J.pdf,,,CorporateReport2023_J.pdf
67620,ＴＤＫ,https://www.tdk.com/system/files/integrated_report_pdf_2023_ja.pdf,,,integrated_report_pdf_2023_ja.pdf
68090,ＴＯＡ,https://ssl4.eir-parts.net/doc/6809/ir_material_for_fiscal_ym2/119675/00.pdf,,ESGブリッジレポート,00.pdf
68100,マクセル,https://www.maxell.co.jp/ir/pdf/MAX_IR23_J_interactive.pdf,,,MAX_IR23_J_interactive.pdf
68140,古野電気,https://www.furuno.co.jp/Portals/0/images/csr/report/IR2023_jp_A3.pdf,https://www.furuno.co.jp/Portals/0/images/csr/report/IR2023_jp_A4.pdf,,IR2023_jp_A3.pdf
68410,横河電機,https://cdn-nc.yokogawa.com/19/20727/tabs/ir_2023yreports_facingpage.pdf,https://cdn-nc.yokogawa.com/19/20727/tabs/ir_2023yreports_singlepage.pdf,,ir_2023yreports_facingpage.pdf
68560,堀場製作所,https://static.horiba.com/fileadmin/Horiba/Company/Investor_Relations/IR_Library/HORIBA_Report/20230621_HR_jp.pdf,,,20230621_HR_jp.pdf
69520,カシオ計算機,https://www.casio.co.jp/content/dam/casio/global/corporate/ir/library/annual/2023/integrated-2023.pdf,https://www.casio.co.jp/content/dam/casio/global/corporate/ir/library/annual/2023/integrated-2023-s.pdf,,integrated-2023.pdf
69630,ローム,https://micro.rohm.com/jp/financial/integrated-report/JP_rohm_group_integrated_report_2023_view.pdf,,,JP_rohm_group_integrated_report_2023_view.pdf
69760,太陽誘電,https://pdf.irpocket.com/C6976/NvAy/Wxqw/XSas.pdf,https://pdf.irpocket.com/C6976/NvAy/Wxqw/hwNm.pdf,,XSas.pdf
72760,小糸製作所,https://www.koito.co.jp/sustainability/docs/KOITO_INTEGRATED_REPORT_2022_full.pdf,,,KOITO_INTEGRATED_REPORT_2022_full.pdf
77350,ＳＣＲＥＥＮホールディングス,https://www.screen.co.jp/download_file/get_file/SCREEN_ARJ_2023.pdf,https://www.screen.co.jp/download_file/get_file/SCREEN_ARJ_2023_A4.pdf,,SCREEN_ARJ_2023.pdf
77510,キヤノン,https://global.canon/ja/ir/integrated/canon-int-2024-j.pdf,,,canon-int-2024-j.pdf
77520,リコー,https://jp.ricoh.com/-/media/Ricoh/Sites/jp_ricoh/about/integrated-report/pdf2023/all_J_spread.pdf,https://jp.ricoh.com/-/media/Ricoh/Sites/jp_ricoh/about/integrated-report/pdf2023/all_J.pdf,,all_J_spread.pdf
70120,川崎重工業,https://www.khi.co.jp/sustainability/library/report/2023/pdf/23_houkokusyo.pdf,,,23_houkokusyo.pdf
72030,トヨタ自動車,https://global.toyota/pages/global_toyota/ir/library/annual/2023_001_integrated_jp.pdf,,,2023_001_integrated_jp.pdf
72590,アイシン,https://www.aisin.com/jp/sustainability/report/pdf/aisin_ar2023_a3.pdf,,,aisin_ar2023_a3.pdf
72670,本田技研工業,https://global.honda/jp/sustainability/integratedreport/pdf/Honda_Report_2023-jp-all.pdf,,,Honda_Report_2023-jp-all.pdf
72700,ＳＵＢＡＲＵ,https://www.subaru.co.jp/ir/library/pdf/Ir/Ir2023j.pdf,,,Ir2023j.pdf
45430,テルモ,https://www.terumo.co.jp/sites/g/files/qlpvch151/files/document/2023-12/TR2023_all_spread_J.pdf,https://www.terumo.co.jp/sites/g/files/qlpvch151/files/document/2023-12/TR2023_all_single_J.pdf,,TR2023_all_spread_J.pdf
63760,日機装,https://ssl4.eir-parts.net/doc/6376/ir_material_for_fiscal_ym3/134293/00.pdf,https://ssl4.eir-parts.net/doc/6376/ir_material_for_fiscal_ym3/134293/01.pdf,,00.pdf
77010,島津製作所,https://www.shimadzu.co.jp/sites/shimadzu.co.jp/files/ir/pdf/shimadzu_integrated_report_2023-r.pdf,https://www.shimadzu.co.jp/sites/shimadzu.co.jp/files/ir/pdf/shimadzu_integrated_report_2023.pdf,,shimadzu_integrated_report_2023-r.pdf
77170,ブイ・テクノロジー,,,統合報告書・CSRレポートなし,
77410,ＨＯＹＡ,https://www.hoya.com/ir/2023/ja/common/files/online_report2023_jp.pdf,,,online_report2023_jp.pdf
77470,朝日インテック,http://www.asahi-intecc.co.jp/esg/asahi-intecc_integrated-report_2023.pdf,,,asahi-intecc_integrated-report_2023.pdf
77800,メニコン,https://contents.xj-storage.jp/xcontents/AS08353/c2afd805/54ca/41dd/8699/7b1e5e19c1f4/20231012083938322s.pdf,,,20231012083938322s.pdf
80860,ニプロ,,,統合報告書・CSRレポートなし,
79110,ＴＯＰＰＡＮホールディングス,https://ssl4.eir-parts.net/doc/7911/ir_material_for_fiscal_ym21/142037/00.pdf,https://ssl4.eir-parts.net/doc/7911/ir_material_for_fiscal_ym21/142036/00.pdf,,00.pdf
79150,ＮＩＳＳＨＡ,https://www.nissha.com/ir/library/had98i0000024pbp-att/NisshaReport2023_A3.pdf,https://www.nissha.com/ir/library/had98i0000024pbp-att/NisshaReport2023_A4.pdf,,NisshaReport2023_A3.pdf
79360,アシックス,https://assets.asics.com/system/media_libraries/4329/file.pdf,,,file.pdf
79510,ヤマハ,https://www.yamaha.com/ja/ir/publications/pdf/an-2023.pdf,https://www.yamaha.com/ja/ir/publications/pdf/an-2023_single.pdf,,an-2023.pdf
79760,三菱鉛筆,,,統合報告書・CSRレポートなし,
